OBJECTID,Shape_Length,Shape_Area,centroid_x,centroid_y,dx,dy,bearing_deg,ds_id
3697,40,100,1526369.087,5172668.971,-245,155,302.3196165,302
3698,40,100,1526379.087,5172668.971,-235,155,303.4078246,303
3699,40,100,1526389.087,5172668.971,-225,155,304.5625246,304
3700,40,100,1526399.087,5172668.971,-215,155,305.7889735,305
3701,40,100,1526409.087,5172668.971,-205,155,307.0928373,307
3702,40,100,1526419.087,5172668.971,-195,155,308.4801982,308
3703,40,100,1526429.087,5172668.971,-185,155,309.9575489,309
3704,40,100,1526439.087,5172668.971,-175,155,311.5317707,311
3705,40,100,1526449.087,5172668.971,-165,155,313.2100894,313
3706,40,100,1526459.087,5172668.971,-155,155,315,315
3707,40,100,1526469.087,5172668.971,-145,155,316.9091524,316
3708,40,100,1526479.087,5172668.971,-135,155,318.9451862,318
3709,40,100,1526489.087,5172668.971,-125,155,321.1155036,321
3710,40,100,1526499.087,5172668.971,-115,155,323.426969,323
3711,40,100,1526509.087,5172668.971,-105,155,325.8855271,325
3712,40,100,1526519.087,5172668.971,-95,155,328.4957333,328
3713,40,100,1526529.087,5172668.971,-85,155,331.2602047,331
3714,40,100,1526539.087,5172668.971,-75,155,334.179008,334
3715,40,100,1526549.087,5172668.971,-65,155,337.2490237,337
3716,40,100,1526559.087,5172668.971,-55,155,340.4633451,340
3717,40,100,1526569.087,5172668.971,-45,155,343.8107937,343
3718,40,100,1526579.087,5172668.971,-35,155,347.2756443,347
3719,40,100,1526589.087,5172668.971,-25,155,350.837653,350
3720,40,100,1526599.087,5172668.971,-15,155,354.4724598,354
3721,40,100,1526609.087,5172668.971,-5,155,358.1523897,358
3722,40,100,1526619.087,5172668.971,5,155,1.847610266,1
3723,40,100,1526629.087,5172668.971,15,155,5.527540152,5
3724,40,100,1526639.087,5172668.971,25,155,9.162347046,9
3725,40,100,1526649.087,5172668.971,35,155,12.72435569,12
3726,40,100,1526659.087,5172668.971,45,155,16.18920626,16
3727,40,100,1526669.087,5172668.971,55,155,19.53665494,19
3728,40,100,1526679.087,5172668.971,65,155,22.75097634,22
3729,40,100,1526689.087,5172668.971,75,155,25.82099197,25
3730,40,100,1526699.087,5172668.971,85,155,28.73979529,28
3731,40,100,1526709.087,5172668.971,95,155,31.50426672,31
3732,40,100,1526719.087,5172668.971,105,155,34.11447295,34
3733,40,100,1526729.087,5172668.971,115,155,36.57303098,36
3734,40,100,1526739.087,5172668.971,125,155,38.88449643,38
3735,40,100,1526749.087,5172668.971,135,155,41.05481377,41
3736,40,100,1526759.087,5172668.971,145,155,43.09084757,43
3737,40,100,1526769.087,5172668.971,155,155,45,45
3738,40,100,1526779.087,5172668.971,165,155,46.78991061,46
3739,40,100,1526789.087,5172668.971,175,155,48.46822926,48
3740,40,100,1526799.087,5172668.971,185,155,50.04245107,50
3741,40,100,1526809.087,5172668.971,195,155,51.51980175,51
3742,40,100,1526819.087,5172668.971,205,155,52.9071627,52
3743,40,100,1526829.087,5172668.971,215,155,54.21102654,54
3744,40,100,1526839.087,5172668.971,225,155,55.43747535,55
3745,40,100,1526849.087,5172668.971,235,155,56.59217541,56
3746,40,100,1526859.087,5172668.971,245,155,57.68038349,57
3747,40,100,1526869.087,5172668.971,255,155,58.706961,58
3748,40,100,1526879.087,5172668.971,265,155,59.67639314,59
3749,40,100,1526889.087,5172668.971,275,155,60.59281094,60
3750,40,100,1526899.087,5172668.971,285,155,61.46001481,61
3751,40,100,1526909.087,5172668.971,295,155,62.28149837,62
3752,40,100,1526919.087,5172668.971,305,155,63.06047194,63
3753,40,100,1526929.087,5172668.971,315,155,63.79988516,63
3754,40,100,1526939.087,5172668.971,325,155,64.50244851,64
3755,40,100,1526949.087,5172668.971,335,155,65.17065341,65
3756,40,100,1526959.087,5172668.971,345,155,65.80679101,65
3757,40,100,1526969.087,5172668.971,355,155,66.41296947,66
3758,40,100,1526979.087,5172668.971,365,155,66.99112992,66
3759,40,100,1526259.087,5172678.971,-355,165,294.9284741,294
3760,40,100,1526269.087,5172678.971,-345,165,295.5599652,295
3761,40,100,1526279.087,5172678.971,-335,165,296.2219668,296
3762,40,100,1526289.087,5172678.971,-325,165,296.9165546,296
3763,40,100,1526299.087,5172678.971,-315,165,297.6459754,297
3764,40,100,1526309.087,5172678.971,-305,165,298.4126614,298
3765,40,100,1526319.087,5172678.971,-295,165,299.2192467,299
3766,40,100,1526329.087,5172678.971,-285,165,300.0685828,300
3767,40,100,1526339.087,5172678.971,-275,165,300.9637565,300
3768,40,100,1526349.087,5172678.971,-265,165,301.9081069,301
3769,40,100,1526359.087,5172678.971,-255,165,302.9052429,302
3770,40,100,1526369.087,5172678.971,-245,165,303.9590598,303
3771,40,100,1526379.087,5172678.971,-235,165,305.0737545,305
3772,40,100,1526389.087,5172678.971,-225,165,306.2538377,306
3773,40,100,1526399.087,5172678.971,-215,165,307.5041424,307
3774,40,100,1526409.087,5172678.971,-205,165,308.8298249,308
3775,40,100,1526419.087,5172678.971,-195,165,310.2363583,310
3776,40,100,1526429.087,5172678.971,-185,165,311.7295121,311
3777,40,100,1526439.087,5172678.971,-175,165,313.3153157,313
3778,40,100,1526449.087,5172678.971,-165,165,315,315
3779,40,100,1526459.087,5172678.971,-155,165,316.7899106,316
3780,40,100,1526469.087,5172678.971,-145,165,318.691386,318
3781,40,100,1526479.087,5172678.971,-135,165,320.7105931,320
3782,40,100,1526489.087,5172678.971,-125,165,322.8533133,322
3783,40,100,1526499.087,5172678.971,-115,165,325.1246717,325
3784,40,100,1526509.087,5172678.971,-105,165,327.5288077,327
3785,40,100,1526519.087,5172678.971,-95,165,330.0684882,330
3786,40,100,1526529.087,5172678.971,-85,165,332.7446716,332
3787,40,100,1526539.087,5172678.971,-75,165,335.5560452,335
3788,40,100,1526549.087,5172678.971,-65,165,338.4985657,338
3789,40,100,1526559.087,5172678.971,-55,165,341.5650512,341
3790,40,100,1526569.087,5172678.971,-45,165,344.7448813,344
3791,40,100,1526579.087,5172678.971,-35,165,348.0238676,348
3792,40,100,1526589.087,5172678.971,-25,165,351.3843518,351
3793,40,100,1526599.087,5172678.971,-15,165,354.8055711,354
3794,40,100,1526609.087,5172678.971,-5,165,358.2642954,358
3795,40,100,1526619.087,5172678.971,5,165,1.735704589,1
3796,40,100,1526629.087,5172678.971,15,165,5.194428908,5
3797,40,100,1526639.087,5172678.971,25,165,8.615648184,8
3798,40,100,1526649.087,5172678.971,35,165,11.97613244,11
3799,40,100,1526659.087,5172678.971,45,165,15.2551187,15
3800,40,100,1526669.087,5172678.971,55,165,18.43494882,18
3801,40,100,1526679.087,5172678.971,65,165,21.50143432,21
3802,40,100,1526689.087,5172678.971,75,165,24.44395478,24
3803,40,100,1526699.087,5172678.971,85,165,27.25532837,27
3804,40,100,1526709.087,5172678.971,95,165,29.93151184,29
3805,40,100,1526719.087,5172678.971,105,165,32.47119229,32
3806,40,100,1526729.087,5172678.971,115,165,34.87532834,34
3807,40,100,1526739.087,5172678.971,125,165,37.1466867,37
3808,40,100,1526749.087,5172678.971,135,165,39.28940686,39
3809,40,100,1526759.087,5172678.971,145,165,41.30861401,41
3810,40,100,1526769.087,5172678.971,155,165,43.21008939,43
3811,40,100,1526779.087,5172678.971,165,165,45,45
3812,40,100,1526789.087,5172678.971,175,165,46.68468432,46
3813,40,100,1526799.087,5172678.971,185,165,48.27048792,48
3814,40,100,1526809.087,5172678.971,195,165,49.76364169,49
3815,40,100,1526819.087,5172678.971,205,165,51.17017509,51
3816,40,100,1526829.087,5172678.971,215,165,52.49585764,52
3817,40,100,1526839.087,5172678.971,225,165,53.74616226,53
3818,40,100,1526849.087,5172678.971,235,165,54.92624551,54
3819,40,100,1526859.087,5172678.971,245,165,56.04094018,56
3820,40,100,1526869.087,5172678.971,255,165,57.09475708,57
3821,40,100,1526879.087,5172678.971,265,165,58.09189306,58
3822,40,100,1526889.087,5172678.971,275,165,59.03624347,59
3823,40,100,1526899.087,5172678.971,285,165,59.93141718,59
3824,40,100,1526909.087,5172678.971,295,165,60.78075331,60
3825,40,100,1526919.087,5172678.971,305,165,61.58733856,61
3826,40,100,1526929.087,5172678.971,315,165,62.35402464,62
3827,40,100,1526939.087,5172678.971,325,165,63.08344538,63
3828,40,100,1526949.087,5172678.971,335,165,63.77803322,63
3829,40,100,1526959.087,5172678.971,345,165,64.44003483,64
3830,40,100,1526969.087,5172678.971,355,165,65.07152586,65
3831,40,100,1526259.087,5172688.971,-355,175,296.2413497,296
3832,40,100,1526269.087,5172688.971,-345,175,296.896237,296
3833,40,100,1526279.087,5172688.971,-335,175,297.5820292,297
3834,40,100,1526289.087,5172688.971,-325,175,298.3007558,298
3835,40,100,1526299.087,5172688.971,-315,175,299.0546041,299
3836,40,100,1526309.087,5172688.971,-305,175,299.8459319,299
3837,40,100,1526319.087,5172688.971,-295,175,300.67728,300
3838,40,100,1526329.087,5172688.971,-285,175,301.5513849,301
3839,40,100,1526339.087,5172688.971,-275,175,302.4711923,302
3840,40,100,1526349.087,5172688.971,-265,175,303.4398692,303
3841,40,100,1526359.087,5172688.971,-255,175,304.4608163,304
3842,40,100,1526369.087,5172688.971,-245,175,305.5376778,305
3843,40,100,1526379.087,5172688.971,-235,175,306.6743497,306
3844,40,100,1526389.087,5172688.971,-225,175,307.8749837,307
3845,40,100,1526399.087,5172688.971,-215,175,309.1439864,309
3846,40,100,1526409.087,5172688.971,-205,175,310.4860115,310
3847,40,100,1526419.087,5172688.971,-195,175,311.9059419,311
3848,40,100,1526429.087,5172688.971,-185,175,313.4088597,313
3849,40,100,1526439.087,5172688.971,-175,175,315,315
3850,40,100,1526449.087,5172688.971,-165,175,316.6846843,316
3851,40,100,1526459.087,5172688.971,-155,175,318.4682293,318
3852,40,100,1526469.087,5172688.971,-145,175,320.355825,320
3853,40,100,1526479.087,5172688.971,-135,175,322.3523794,322
3854,40,100,1526489.087,5172688.971,-125,175,324.4623222,324
3855,40,100,1526499.087,5172688.971,-115,175,326.6893692,326
3856,40,100,1526509.087,5172688.971,-105,175,329.0362435,329
3857,40,100,1526519.087,5172688.971,-95,175,331.5043614,331
3858,40,100,1526529.087,5172688.971,-85,175,334.093492,334
3859,40,100,1526539.087,5172688.971,-75,175,336.8014095,336
3860,40,100,1526549.087,5172688.971,-65,175,339.6235648,339
3861,40,100,1526559.087,5172688.971,-55,175,342.5528116,342
3862,40,100,1526569.087,5172688.971,-45,175,345.5792269,345
3863,40,100,1526579.087,5172688.971,-35,175,348.6900675,348
3864,40,100,1526589.087,5172688.971,-25,175,351.8698976,351
3865,40,100,1526599.087,5172688.971,-15,175,355.1009075,355
3866,40,100,1526609.087,5172688.971,-5,175,358.363423,358
3867,40,100,1526619.087,5172688.971,5,175,1.636577042,1
3868,40,100,1526629.087,5172688.971,15,175,4.899092454,4
3869,40,100,1526639.087,5172688.971,25,175,8.130102354,8
3870,40,100,1526649.087,5172688.971,35,175,11.30993247,11
3871,40,100,1526659.087,5172688.971,45,175,14.42077313,14
3872,40,100,1526669.087,5172688.971,55,175,17.44718842,17
3873,40,100,1526679.087,5172688.971,65,175,20.37643521,20
3874,40,100,1526689.087,5172688.971,75,175,23.19859051,23
3875,40,100,1526699.087,5172688.971,85,175,25.906508,25
3876,40,100,1526709.087,5172688.971,95,175,28.49563862,28
3877,40,100,1526719.087,5172688.971,105,175,30.96375653,30
3878,40,100,1526729.087,5172688.971,115,175,33.31063082,33
3879,40,100,1526739.087,5172688.971,125,175,35.53767779,35
3880,40,100,1526749.087,5172688.971,135,175,37.64762064,37
3881,40,100,1526759.087,5172688.971,145,175,39.64417496,39
3882,40,100,1526769.087,5172688.971,155,175,41.53177074,41
3883,40,100,1526779.087,5172688.971,165,175,43.31531568,43
3884,40,100,1526789.087,5172688.971,175,175,45,45
3885,40,100,1526799.087,5172688.971,185,175,46.59114027,46
3886,40,100,1526809.087,5172688.971,195,175,48.09405806,48
3887,40,100,1526819.087,5172688.971,205,175,49.51398846,49
3888,40,100,1526829.087,5172688.971,215,175,50.85601359,50
3889,40,100,1526839.087,5172688.971,225,175,52.12501635,52
3890,40,100,1526849.087,5172688.971,235,175,53.32565033,53
3891,40,100,1526859.087,5172688.971,245,175,54.46232221,54
3892,40,100,1526869.087,5172688.971,255,175,55.53918373,55
3893,40,100,1526879.087,5172688.971,265,175,56.56013079,56
3894,40,100,1526889.087,5172688.971,275,175,57.52880771,57
3895,40,100,1526899.087,5172688.971,285,175,58.44861505,58
3896,40,100,1526909.087,5172688.971,295,175,59.32271998,59
3897,40,100,1526919.087,5172688.971,305,175,60.15406805,60
3898,40,100,1526929.087,5172688.971,315,175,60.9453959,60
3899,40,100,1526939.087,5172688.971,325,175,61.69924423,61
3900,40,100,1526949.087,5172688.971,335,175,62.41797079,62
3901,40,100,1526959.087,5172688.971,345,175,63.10376303,63
3902,40,100,1526969.087,5172688.971,355,175,63.75865035,63
3903,40,100,1526269.087,5172698.971,-345,185,298.2016282,298
3904,40,100,1526279.087,5172698.971,-335,185,298.9091837,298
3905,40,100,1526289.087,5172698.971,-325,185,299.6498635,299
3906,40,100,1526299.087,5172698.971,-315,185,300.4257838,300
3907,40,100,1526309.087,5172698.971,-305,185,301.2392149,301
3908,40,100,1526319.087,5172698.971,-295,185,302.0925913,302
3909,40,100,1526329.087,5172698.971,-285,185,302.9885216,302
3910,40,100,1526339.087,5172698.971,-275,185,303.9297974,303
3911,40,100,1526349.087,5172698.971,-265,185,304.919402,304
3912,40,100,1526359.087,5172698.971,-255,185,305.9605172,305
3913,40,100,1526369.087,5172698.971,-245,185,307.0565282,307
3914,40,100,1526379.087,5172698.971,-235,185,308.2110254,308
3915,40,100,1526389.087,5172698.971,-225,185,309.4278022,309
3916,40,100,1526399.087,5172698.971,-215,185,310.7108467,310
3917,40,100,1526409.087,5172698.971,-205,185,312.0643266,312
3918,40,100,1526419.087,5172698.971,-195,185,313.4925642,313
3919,40,100,1526429.087,5172698.971,-185,185,315,315
3920,40,100,1526439.087,5172698.971,-175,185,316.5911403,316
3921,40,100,1526449.087,5172698.971,-165,185,318.2704879,318
3922,40,100,1526459.087,5172698.971,-155,185,320.0424511,320
3923,40,100,1526469.087,5172698.971,-145,185,321.9112271,321
3924,40,100,1526479.087,5172698.971,-135,185,323.8806592,323
3925,40,100,1526489.087,5172698.971,-125,185,325.9540626,325
3926,40,100,1526499.087,5172698.971,-115,185,328.1340223,328
3927,40,100,1526509.087,5172698.971,-105,185,330.4221613,330
3928,40,100,1526519.087,5172698.971,-95,185,332.8188889,332
3929,40,100,1526529.087,5172698.971,-85,185,335.3231368,335
3930,40,100,1526539.087,5172698.971,-75,185,337.9321004,337
3931,40,100,1526549.087,5172698.971,-65,185,340.6410058,340
3932,40,100,1526559.087,5172698.971,-55,185,343.4429286,343
3933,40,100,1526569.087,5172698.971,-45,185,346.3286929,346
3934,40,100,1526579.087,5172698.971,-35,185,349.286877,349
3935,40,100,1526589.087,5172698.971,-25,185,352.3039483,352
3936,40,100,1526599.087,5172698.971,-15,185,355.3645366,355
3937,40,100,1526609.087,5172698.971,-5,185,358.4518423,358
3938,40,100,1526619.087,5172698.971,5,185,1.548157699,1
3939,40,100,1526629.087,5172698.971,15,185,4.635463427,4
3940,40,100,1526639.087,5172698.971,25,185,7.696051722,7
3941,40,100,1526649.087,5172698.971,35,185,10.71312302,10
3942,40,100,1526659.087,5172698.971,45,185,13.67130713,13
3943,40,100,1526669.087,5172698.971,55,185,16.55707138,16
3944,40,100,1526679.087,5172698.971,65,185,19.35899418,19
3945,40,100,1526689.087,5172698.971,75,185,22.06789956,22
3946,40,100,1526699.087,5172698.971,85,185,24.67686317,24
3947,40,100,1526709.087,5172698.971,95,185,27.18111109,27
3948,40,100,1526719.087,5172698.971,105,185,29.57783868,29
3949,40,100,1526729.087,5172698.971,115,185,31.86597769,31
3950,40,100,1526739.087,5172698.971,125,185,34.04593736,34
3951,40,100,1526749.087,5172698.971,135,185,36.11934085,36
3952,40,100,1526759.087,5172698.971,145,185,38.08877288,38
3953,40,100,1526769.087,5172698.971,155,185,39.95754893,39
3954,40,100,1526779.087,5172698.971,165,185,41.72951208,41
3955,40,100,1526789.087,5172698.971,175,185,43.40885973,43
3956,40,100,1526799.087,5172698.971,185,185,45,45
3957,40,100,1526809.087,5172698.971,195,185,46.50743576,46
3958,40,100,1526819.087,5172698.971,205,185,47.93567345,47
3959,40,100,1526829.087,5172698.971,215,185,49.28915333,49
3960,40,100,1526839.087,5172698.971,225,185,50.5721978,50
3961,40,100,1526849.087,5172698.971,235,185,51.78897457,51
3962,40,100,1526859.087,5172698.971,245,185,52.94347181,52
3963,40,100,1526869.087,5172698.971,255,185,54.0394828,54
3964,40,100,1526879.087,5172698.971,265,185,55.08059799,55
3965,40,100,1526889.087,5172698.971,275,185,56.07020258,56
3966,40,100,1526899.087,5172698.971,285,185,57.01147839,57
3967,40,100,1526909.087,5172698.971,295,185,57.90740867,57
3968,40,100,1526919.087,5172698.971,305,185,58.76078511,58
3969,40,100,1526929.087,5172698.971,315,185,59.5742162,59
3970,40,100,1526939.087,5172698.971,325,185,60.35013649,60
3971,40,100,1526949.087,5172698.971,335,185,61.09081635,61
3972,40,100,1526959.087,5172698.971,345,185,61.79837178,61
3973,40,100,1526269.087,5172708.971,-345,195,299.475889,299
3974,40,100,1526279.087,5172708.971,-335,195,300.2032378,300
3975,40,100,1526289.087,5172708.971,-325,195,300.9637565,300
3976,40,100,1526299.087,5172708.971,-315,195,301.7594801,301
3977,40,100,1526309.087,5172708.971,-305,195,302.5925815,302
3978,40,100,1526319.087,5172708.971,-295,195,303.4653793,303
3979,40,100,1526329.087,5172708.971,-285,195,304.3803447,304
3980,40,100,1526339.087,5172708.971,-275,195,305.3401069,305
3981,40,100,1526349.087,5172708.971,-265,195,306.3474582,306
3982,40,100,1526359.087,5172708.971,-255,195,307.4053566,307
3983,40,100,1526369.087,5172708.971,-245,195,308.5169263,308
3984,40,100,1526379.087,5172708.971,-235,195,309.6854543,309
3985,40,100,1526389.087,5172708.971,-225,195,310.9143832,310
3986,40,100,1526399.087,5172708.971,-215,195,312.2072976,312
3987,40,100,1526409.087,5172708.971,-205,195,313.5679038,313
3988,40,100,1526419.087,5172708.971,-195,195,315,315
3989,40,100,1526429.087,5172708.971,-185,195,316.5074358,316
3990,40,100,1526439.087,5172708.971,-175,195,318.0940581,318
3991,40,100,1526449.087,5172708.971,-165,195,319.7636417,319
3992,40,100,1526459.087,5172708.971,-155,195,321.5198018,321
3993,40,100,1526469.087,5172708.971,-145,195,323.3658861,323
3994,40,100,1526479.087,5172708.971,-135,195,325.3048465,325
3995,40,100,1526489.087,5172708.971,-125,195,327.3390873,327
3996,40,100,1526499.087,5172708.971,-115,195,329.4702941,329
3997,40,100,1526509.087,5172708.971,-105,195,331.6992442,331
3998,40,100,1526519.087,5172708.971,-95,195,334.025606,334
3999,40,100,1526529.087,5172708.971,-85,195,336.4477363,336
4000,40,100,1526539.087,5172708.971,-75,195,338.962489,338
4001,40,100,1526549.087,5172708.971,-65,195,341.5650512,341
4002,40,100,1526559.087,5172708.971,-55,195,344.2488263,344
4003,40,100,1526569.087,5172708.971,-45,195,347.0053832,347
4004,40,100,1526579.087,5172708.971,-35,195,349.8244892,349
4005,40,100,1526589.087,5172708.971,-25,195,352.6942405,352
4006,40,100,1526599.087,5172708.971,-15,195,355.6012946,355
4007,40,100,1526609.087,5172708.971,-5,195,358.5311993,358
4008,40,100,1526619.087,5172708.971,5,195,1.468800714,1
4009,40,100,1526629.087,5172708.971,15,195,4.398705355,4
4010,40,100,1526639.087,5172708.971,25,195,7.305759533,7
4011,40,100,1526649.087,5172708.971,35,195,10.17551084,10
4012,40,100,1526659.087,5172708.971,45,195,12.99461679,12
4013,40,100,1526669.087,5172708.971,55,195,15.75117366,15
4014,40,100,1526679.087,5172708.971,65,195,18.43494882,18
4015,40,100,1526689.087,5172708.971,75,195,21.03751103,21
4016,40,100,1526699.087,5172708.971,85,195,23.55226367,23
4017,40,100,1526709.087,5172708.971,95,195,25.97439396,25
4018,40,100,1526719.087,5172708.971,105,195,28.30075577,28
4019,40,100,1526729.087,5172708.971,115,195,30.5297059,30
4020,40,100,1526739.087,5172708.971,125,195,32.66091272,32
4021,40,100,1526749.087,5172708.971,135,195,34.69515353,34
4022,40,100,1526759.087,5172708.971,145,195,36.63411388,36
4023,40,100,1526769.087,5172708.971,155,195,38.48019825,38
4024,40,100,1526779.087,5172708.971,165,195,40.23635831,40
4025,40,100,1526789.087,5172708.971,175,195,41.90594194,41
4026,40,100,1526799.087,5172708.971,185,195,43.49256424,43
4027,40,100,1526809.087,5172708.971,195,195,45,45
4028,40,100,1526819.087,5172708.971,205,195,46.43209618,46
4029,40,100,1526829.087,5172708.971,215,195,47.79270237,47
4030,40,100,1526839.087,5172708.971,225,195,49.08561678,49
4031,40,100,1526849.087,5172708.971,235,195,50.31454567,50
4032,40,100,1526859.087,5172708.971,245,195,51.48307369,51
4033,40,100,1526869.087,5172708.971,255,195,52.59464337,52
4034,40,100,1526879.087,5172708.971,265,195,53.65254179,53
4035,40,100,1526889.087,5172708.971,275,195,54.65989308,54
4036,40,100,1526899.087,5172708.971,285,195,55.61965528,55
4037,40,100,1526909.087,5172708.971,295,195,56.53462065,56
4038,40,100,1526919.087,5172708.971,305,195,57.40741853,57
4039,40,100,1526929.087,5172708.971,315,195,58.24051992,58
4040,40,100,1526939.087,5172708.971,325,195,59.03624347,59
4041,40,100,1526949.087,5172708.971,335,195,59.79676225,59
4042,40,100,1526959.087,5172708.971,345,195,60.524111,60
4043,40,100,1526279.087,5172718.971,-335,205,301.4641436,301
4044,40,100,1526289.087,5172718.971,-325,205,302.2424678,302
4045,40,100,1526299.087,5172718.971,-315,205,303.0558228,303
4046,40,100,1526309.087,5172718.971,-305,205,303.906277,303
4047,40,100,1526319.087,5172718.971,-295,205,304.7960263,304
4048,40,100,1526329.087,5172718.971,-285,205,305.7273982,305
4049,40,100,1526339.087,5172718.971,-275,205,306.702855,306
4050,40,100,1526349.087,5172718.971,-265,205,307.724995,307
4051,40,100,1526359.087,5172718.971,-255,205,308.7965521,308
4052,40,100,1526369.087,5172718.971,-245,205,309.9203921,309
4053,40,100,1526379.087,5172718.971,-235,205,311.0995063,311
4054,40,100,1526389.087,5172718.971,-225,205,312.3369992,312
4055,40,100,1526399.087,5172718.971,-215,205,313.6360725,313
4056,40,100,1526409.087,5172718.971,-205,205,315,315
4057,40,100,1526419.087,5172718.971,-195,205,316.4320962,316
4058,40,100,1526429.087,5172718.971,-185,205,317.9356734,317
4059,40,100,1526439.087,5172718.971,-175,205,319.5139885,319
4060,40,100,1526449.087,5172718.971,-165,205,321.1701751,321
4061,40,100,1526459.087,5172718.971,-155,205,322.9071627,322
4062,40,100,1526469.087,5172718.971,-145,205,324.7275786,324
4063,40,100,1526479.087,5172718.971,-135,205,326.633634,326
4064,40,100,1526489.087,5172718.971,-125,205,328.6269949,328
4065,40,100,1526499.087,5172718.971,-115,205,330.7086378,330
4066,40,100,1526509.087,5172718.971,-105,205,332.8786966,332
4067,40,100,1526519.087,5172718.971,-95,205,335.1363034,335
4068,40,100,1526529.087,5172718.971,-85,205,337.4794344,337
4069,40,100,1526539.087,5172718.971,-75,205,339.9047688,339
4070,40,100,1526549.087,5172718.971,-65,205,342.4075754,342
4071,40,100,1526559.087,5172718.971,-55,205,344.9816394,344
4072,40,100,1526569.087,5172718.971,-45,205,347.6192431,347
4073,40,100,1526579.087,5172718.971,-35,205,350.3112134,350
4074,40,100,1526589.087,5172718.971,-25,205,353.0470425,353
4075,40,100,1526599.087,5172718.971,-15,205,355.8150839,355
4076,40,100,1526609.087,5172718.971,-5,205,358.602819,358
4077,40,100,1526619.087,5172718.971,5,205,1.397181027,1
4078,40,100,1526629.087,5172718.971,15,205,4.184916125,4
4079,40,100,1526639.087,5172718.971,25,205,6.952957468,6
4080,40,100,1526649.087,5172718.971,35,205,9.68878656,9
4081,40,100,1526659.087,5172718.971,45,205,12.38075693,12
4082,40,100,1526669.087,5172718.971,55,205,15.01836063,15
4083,40,100,1526679.087,5172718.971,65,205,17.59242456,17
4084,40,100,1526689.087,5172718.971,75,205,20.09523119,20
4085,40,100,1526699.087,5172718.971,85,205,22.5205656,22
4086,40,100,1526709.087,5172718.971,95,205,24.86369657,24
4087,40,100,1526719.087,5172718.971,105,205,27.1213034,27
4088,40,100,1526729.087,5172718.971,115,205,29.29136217,29
4089,40,100,1526739.087,5172718.971,125,205,31.37300514,31
4090,40,100,1526749.087,5172718.971,135,205,33.366366,33
4091,40,100,1526759.087,5172718.971,145,205,35.27242145,35
4092,40,100,1526769.087,5172718.971,155,205,37.0928373,37
4093,40,100,1526779.087,5172718.971,165,205,38.8298249,38
4094,40,100,1526789.087,5172718.971,175,205,40.48601154,40
4095,40,100,1526799.087,5172718.971,185,205,42.06432655,42
4096,40,100,1526809.087,5172718.971,195,205,43.56790382,43
4097,40,100,1526819.087,5172718.971,205,205,45,45
4098,40,100,1526829.087,5172718.971,215,205,46.36392753,46
4099,40,100,1526839.087,5172718.971,225,205,47.66300077,47
4100,40,100,1526849.087,5172718.971,235,205,48.90049374,48
4101,40,100,1526859.087,5172718.971,245,205,50.07960786,50
4102,40,100,1526869.087,5172718.971,255,205,51.2034479,51
4103,40,100,1526879.087,5172718.971,265,205,52.27500496,52
4104,40,100,1526889.087,5172718.971,275,205,53.29714497,53
4105,40,100,1526899.087,5172718.971,285,205,54.27260178,54
4106,40,100,1526909.087,5172718.971,295,205,55.20397372,55
4107,40,100,1526919.087,5172718.971,305,205,56.09372301,56
4108,40,100,1526929.087,5172718.971,315,205,56.94417719,56
4109,40,100,1526939.087,5172718.971,325,205,57.75753216,57
4110,40,100,1526949.087,5172718.971,335,205,58.53585637,58
4111,40,100,1526279.087,5172728.971,-335,215,302.6919842,302
4112,40,100,1526289.087,5172728.971,-325,215,303.4861688,303
4113,40,100,1526299.087,5172728.971,-315,215,304.3150876,304
4114,40,100,1526309.087,5172728.971,-305,215,305.1806994,305
4115,40,100,1526319.087,5172728.971,-295,215,306.085073,306
4116,40,100,1526329.087,5172728.971,-285,215,307.0303896,307
4117,40,100,1526339.087,5172728.971,-275,215,308.0189426,308
4118,40,100,1526349.087,5172728.971,-265,215,309.0531369,309
4119,40,100,1526359.087,5172728.971,-255,215,310.1354856,310
4120,40,100,1526369.087,5172728.971,-245,215,311.268603,311
4121,40,100,1526379.087,5172728.971,-235,215,312.4551956,312
4122,40,100,1526389.087,5172728.971,-225,215,313.6980473,313
4123,40,100,1526399.087,5172728.971,-215,215,315,315
4124,40,100,1526409.087,5172728.971,-205,215,316.3639275,316
4125,40,100,1526419.087,5172728.971,-195,215,317.7927024,317
4126,40,100,1526429.087,5172728.971,-185,215,319.2891533,319
4127,40,100,1526439.087,5172728.971,-175,215,320.8560136,320
4128,40,100,1526449.087,5172728.971,-165,215,322.4958576,322
4129,40,100,1526459.087,5172728.971,-155,215,324.2110265,324
4130,40,100,1526469.087,5172728.971,-145,215,326.0035409,326
4131,40,100,1526479.087,5172728.971,-135,215,327.8750016,327
4132,40,100,1526489.087,5172728.971,-125,215,329.82648,329
4133,40,100,1526499.087,5172728.971,-115,215,331.8583988,331
4134,40,100,1526509.087,5172728.971,-105,215,333.9704078,333
4135,40,100,1526519.087,5172728.971,-95,215,336.1612598,336
4136,40,100,1526529.087,5172728.971,-85,215,338.4286928,338
4137,40,100,1526539.087,5172728.971,-75,215,340.7693276,340
4138,40,100,1526549.087,5172728.971,-65,215,343.1785901,343
4139,40,100,1526559.087,5172728.971,-55,215,345.650668,345
4140,40,100,1526569.087,5172728.971,-45,215,348.1785117,348
4141,40,100,1526579.087,5172728.971,-35,215,350.7538873,350
